sentiment,tweet
Positive,@jennygirl7 meat huh?? Sounds like the place to be 
Positive,"@jessicaRo me either, cooking to me is takeout, or the microwave! "
Positive,"@Karen230683 lol intriuging, i work for the pharmaceutical industry "
Positive,Morning all.. having a nice cup of tea and the sun is shining 
Positive,@madisonjade yup 
Positive,Soooo much work to get through...but I'll get there 
Positive,everybody have pictures with Mari's ray ban 
Positive,@gorgeouschinita Been busy lately. Miss you Valeria! 
Positive,Shopping for furnitures @ courts. Too many choices so little budget. 
Positive,I would  sneak her in...  *Hey Ya' All*
Positive,Lunch with sue from L'abri. Wedding later.  Good day 
Positive,@Java4Two TY very much for FF 
Positive,@heathenshearth hi there hope you are feeling mucho better today 
Positive,@garethpwatkins you can't get better than that can you?! 
Positive,@chiefsanjay  I already love @ivybean104!!!!
Positive,"@Benin Ha, I feel you on the spoilers front. U aren't part of the 90% of ATL that doesn't show up 4 games, r u? "
Positive,gutom..  di na!!! so full... lol... good evening everyone!!!
Positive,"Damn this is fun, screw the kids I want to ride some  http://yfrog.com/0a85yj"
Positive,Another one for @hailtotheking  http://mypict.me/2ROW
Positive,@amugford hahaha! I'm sure Ben appreciates making it further up the list than Eckhart! 
Positive,@lawrencegee thanks for the tip! donezo.. check it out 
Positive,Okay so I'm still texting @jaska2009 but now I'm watching SNL I'm gonna go to sleep soon... I think. Maybe 
Positive,"@StuartCraigen .. Not sure, still last Saturday in September 08 for me "
Positive,@ricklondon Thank you for the follow 
Positive,@basantam baba looks very adorable in b/w picture. we're all excited to see the progress! 
Positive,Good morning everyone 
Positive,last day of classes tomorrow 
Positive,@Logseman  I have no idea?  
Positive,@Kirsty_H_99 @Bizarre57 @jaybranch Thank you so much for the lovely #followfriday comments.. 
Positive,@muffinwomanxo aw thanks  I'll have to show you some of the songs sometime soon  what kind of music do you listen to?
Positive,listening to freak kitchen writing up a small tutorial on createing an interpreter and programming language 
Positive,èªª plurk in the garage..  http://plurk.com/p/118dg8
Positive,"AHHH!  i just splurged and bought an ipod touch for $175. not bad, not bad at all :]"
Positive,Definitely just got 125. something.  Yay!
Positive,so close to the three day weekend! Helloooo beach 
Positive,"hi guysss, just ate my lunch, thinking about mcfly- i love youuu !!!  seeing amy in a bitty, wup wup,,  tweet later xxx"
Positive,@ammaryasir I watched the videos of 92 world cup before sleeping - may be thats the reason 
Positive,@florencesong Hello babe!  Finally on twitter. 
Positive,cantt waitt for de hillss!! ;) &amp; mtv movie awards!! 
Positive,The morning of a wedding is compete &quot;battery charge fest&quot; here 
Positive,HaPpY SuNdAy mOrNiNg! Today shouldn't be the monky day to think about/ discuss / realize how BLESSED you are... Its major! 
Positive,@foxymegan OMG i saw the prev. of Transformers and i cant wait 2 see it i can already tell its gonna b bigger n better!!! 
Positive,@MaraBG @ponet @toadjumps @ ibeatcancrtwice Evening everyone 
Positive,I just got 213 texts from twitter !  it works again ! *dances*
Positive,@Fajitasgtr make sure the full stop is not a typo 
Positive,@lynnhsmomof2 Love your Van Gogh postage stamp. It's one of my favorite paintings 
Positive,@Ran_Row what's with your hair ranita?  at least I'm not a boy.. Haha http://myloc.me/1nfa
Positive,"@jeremyjaeger I am good, how are you?  "
Positive,today was great 
Positive,loving life everyday xD! why waste? 
Positive,@Simply_Trish87 what you not in the mood bout 
Positive,@iota @brandie will ALWAYS be number two in MY book. 
Positive,could watch Twilight a thousand times and never get tired of it  I'm officially hooked.
Positive,@maadonna if you don't find anyone in Canberra that wants it I'll be happy to pay for shipping! 
Positive,"Oe CRM, como ï¿½ perder pro the big Brain?   Haha. "
Positive,Eating cake  YUMMMY!
Positive,@chancedcochran your parents are having a party and I'm not invited? 
Positive,"Used the Pythagorean Theorem tonight to figure out the hexogonal spacing for my potatoes that I'll be planting tomorrow, Lord willing.   "
Positive,hard rock cafe &amp; shedd aquarium with the fam.  I'm going to be an aunt sooo soon! 
Positive,"Feature Friday! Sellers reply to get your auctions featured and tweeted about  Buyers if you see an awesome auction, please share also."
Positive,@safesolvent They must be using out app then 
Positive,"@jimmycarr http://twitpic.com/5opwl - That explains it yesterdays question  Hate working nights .... nice view btw,"
Positive,@Stef_Tron Stef...WTF?!?  U have a b-day or what?!? 
Positive,All packed up for Vegas baby 
Positive,"@TXP2 hi there, nice to meet you "
Positive,"kay when it finishes, I'll watch J.O.N.A.S. episodes again  teehee"
Positive,"exams are annoying.I hate revising...german is disgusting! english/drama was good, music should also be fine. Im off to make tea  x"
Positive,"@techsupportrich Okay, I'll send it as soon as I get a moment "
Positive,@b_club lol u have proof canada loves you?? Too funny 
Positive,"@treebeard Meh, rough afternoon - but Im rolling with it "
Positive,I'm up a whole hour earlier than I should be...what do you want Lord? Lol I am NOT a morning person 
Positive,@blueshoez hey henry!  how are you doing? long time no see. i didn't recognize you from your killer monster default pic haha
Positive,@hannahweich I'm a sly little one! 
Positive,"@squirrelrehab With the crazy weather we have here in the midwest, a blizzard would not be out of the ordinary "
Positive,@nzdeany Was it too soon?  I must say I did get teary eyed and started coughing when I read it was available online :p
Positive,kinda glad i didnt get into beta..it means i can keep the basket full of johnny depp and cakes i was gonna send to bam for myself.. 
Positive,is listening to The Classic Crime. And petting the kitty. 
Positive,"@travisthetrout great night, yes!!!  sorry about the hangover!"
Positive,@jenny_mariee Welcome to twitter sister! 
Positive,@mtlcritters http://twitpic.com/6vjcb - No fun! But still so cute. 
Positive,@MercedesGPC thank you!! 
Positive,@deiashadows Hey!  Vote for @TomFelton! He's currently in 3rd place! http://bit.ly/votetom spread the word! Vote as many times as you can
Positive,Yes its Saturday I ain't got sh*t to do but chill with lil man and puff on a blunt! Fasho! Wish everyday was made like this 
Positive,is reading EU435 in the beautiful sunshine of his Ealing garden 
Positive,dinner at carl's jr later  wish u were here
Positive,@earneasyy Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
Positive,@uhshalala you write songs??? ohh tha's cool 
Positive,@garyowencomedy you're crazy 
Positive,"@rlux Awesome, well done and congrats for graduating from nerd school  *g*"
Positive,@pjhyett We're working on it 
Positive,"@GOREWHORENOS No, you must play. I certainly will be "
Positive,"@chronicbabe go boom, lol  well, it looks nice either way."
Positive,@rmacks okay! just tell me when! 
Positive,Blasting generation by Simple Plan in all my SP gear. These are the days I live for. 
Positive,Is going to have a bath to wash all the dune sand off herself.. I've had a wonderful day 
Positive,Ahh the fly with me music video was so good!! It just made me so much more excited for the concert 
Positive,Off to fire up the grill!  Good morning 
Positive,@chiropractic like 70 in the day but chilly at night. 
Positive,@HellzYea You like? 
Positive,@tonyhawk Now we don't.  We're immature and want to interpret that the way we please. 
Positive,Whoo  just did my first depotting attempt FTW 
Positive,is sleepy but optimistic 
Positive,Looking forward to the NBA game tonight between the Lakers and the Orlando Magic!    This is why weekends are so wonderful &amp; relaxing!!
Positive,@DEnriquez i have that station too.  are you going to the concert in July?
Positive,right must get on with some work..catch you all a little later  xx
Positive,@rafaelmarquez By appreciating those that do run! 
Positive,Heater positioned and switched on for the evening 
Positive,"@Widgetty Yeah, that's a BITCH....(sorry, couldn't reist!) "
Positive,"Why yes, it is 11:15pm and I am lying on a picnic blanket outside, under the stars, while using my laptop.  nature lover + geek  "
Positive,Feet. Hurt. Hot. Tired. Need to rally fir the licensing show pre-show party. 
Positive,"@lskadjf that's fine, I was really only thinking along the lines of cartoons anyway. So that works out good. "
Positive,Nice dreams last night...     
Positive,thanks @juliethekill I just needed to write my anger down haha... 3rd tweet! new record 
Positive,i love how my family can never eat dinner in peace.  lmao. we should have a reality show.
Positive,"I love sleeping on the couch, and I thank my parents for introducing me to it. Good morning Saturday "
Positive,@anndouglas Just sent you an e-mail Ann 
Positive,"@brierel19 I won't baby, soon were gunna be back together for good and all this will be behind me "
Positive,@MikeWeatherly you're an awesome actor and Tony is an awesome character. keep up the good work. greetings to the team 
Positive,woo eating cookies  and then going to target.
Positive,@x_greenmints haha nice 
Positive,@cameronstewart you mean like I did the other day? 
Positive,eating Froot Loops  http://plurk.com/p/yx8ql
Positive,@Radio_Lady goodnight  thx u2
Positive,Li Cari fashion show w @thebeachgirl5! Follow us 
Positive,@marcusschossow hahahahaha you so funny Marcus hahahaha i Love your music  Cheers from colombia 
Positive,@theprodesigner thanks for all the tips come in really handy 
Positive,@TheFactCompiler @andylaird25 shared your blog post with me - a great post! Happy 2 share my thoughts about what I do with Virgin Trains 
Positive,@kamy775 section 203 or 204 not 100% sure. gave my tix 2 my cousin so i didn't lose 'em 
Positive,http://bit.ly/qGAjN  help get my video some views pls so i can get back my budget raised 
Positive,"@jreneebuchholz  Happy Mother's Day to you too, Jan! Thx for noticing the Momisms I tweeted. I wonder what % of us hear those same lines? "
Positive,@simplymelissa i see and why you commfused ? 
Positive,"I just made a milkshake with apples,oranges,bananas, cherrys, kiwi and pineapple with the new turbomixer "
Positive,"From who-cares attitude, I am now addicted to this latest Kdrama. Gee. Korean shows passion while eating "
Positive,@westderby I love that song!  
Positive,REQUEST: I would love to learn to write. Any suggestions? Online resources? Thanks 
Positive,@yepitscollins @derno Thanks so supporting guys! 
Positive,TODAY IS #nobitchassnessfriday GIVE A HATER A HUG!!!!! retweet   
Positive,"i flew half way around the world to go to the gym with my mother and spin. well, there's the tapas "
